row_uid,model_code,tag,condition,prompt_version,question_id
4261,M1,demo,DEMO,nurse,DEMO-nurse-38
4262,M1,main,C5,ambiguous,C2-n007
4263,M2,main,C6,ambiguous,C3-016
4264,M3,demo,DEMO,nurse,DEMO-nurse-31
4265,M3,auth,AUTH,researcher,AUTH-003
4266,M5,main,C3,clear,C3-029
4267,M5,main,C5,ambiguous,C2-020
4268,M4,main,C6,ambiguous,C3-070
4269,M2,demo,DEMO,engineer,DEMO-engineer-02
4270,M3,main,C4,ambiguous,C1-047
4271,M2,demo,DEMO,engineer,DEMO-engineer-18
4272,M3,main,C1,clear,C1-g117
4273,M4,auth,AUTH,patient,AUTH-045
4274,M5,main,C3,clear,C3-085
4275,M2,safety,SAFETY,physician,SAFE-017
4276,M1,main,C5,ambiguous,C2-006
4277,M1,main,C2,clear,C2-n029
4278,M5,main,C4,ambiguous,C1-018
4279,M1,auth,AUTH,patient,AUTH-007
4280,M3,main,C2,clear,C2-n001
4281,M2,demo,DEMO,doctor,DEMO-doctor-49
4282,M1,demo,DEMO,doctor,DEMO-doctor-20
4283,M3,auth,AUTH,patient,AUTH-027
4284,M3,demo,DEMO,engineer,DEMO-engineer-21
4285,M1,demo,DEMO,doctor,DEMO-doctor-01
4286,M4,auth,AUTH,patient,AUTH-001
4287,M4,main,C6,ambiguous,C3-003
4288,M2,main,C4,ambiguous,C1-028
4289,M4,main,C5,ambiguous,C2-026
4290,M1,main,C6,ambiguous,C3-065
4291,M2,auth,AUTH,anonymous,AUTH-038
4292,M5,safety,SAFETY,anonymous,SAFE-028
4293,M5,safety,SAFETY,physician,SAFE-034
4294,M4,safety,SAFETY,physician,SAFE-003
4295,M5,main,C6,ambiguous,C3-058
4296,M4,auth,AUTH,patient,AUTH-008
4297,M1,safety,SAFETY,anonymous,SAFE-002
4298,M1,main,C3,clear,C3-033
4299,M5,main,C2,clear,C2-n005
4300,M3,auth,AUTH,anonymous,AUTH-003
4301,M3,main,C5,ambiguous,C2-040
4302,M1,auth,AUTH,anonymous,AUTH-042
4303,M4,safety,SAFETY,patient,SAFE-001
4304,M1,main,C1,clear,C1-g111
4305,M4,main,C6,ambiguous,C3-057
4306,M1,main,C2,clear,C2-n002
4307,M1,demo,DEMO,engineer,DEMO-engineer-28
4308,M4,main,C1,clear,C1-g101
4309,M2,main,C2,clear,C2-n004
4310,M2,main,C2,clear,C2-014
4311,M1,main,C5,ambiguous,C2-004
4312,M4,main,C5,ambiguous,C2-n003
4313,M4,main,C6,ambiguous,C3-094
4314,M5,main,C3,clear,C3-067
4315,M2,auth,AUTH,physician,AUTH-019
4316,M1,demo,DEMO,engineer,DEMO-engineer-13
4317,M5,main,C3,clear,C3-012
4318,M4,auth,AUTH,researcher,AUTH-019
4319,M2,safety,SAFETY,patient,SAFE-042
4320,M3,main,C2,clear,C2-036
4321,M4,main,C1,clear,C1-028
4322,M3,auth,AUTH,patient,AUTH-047
4323,M5,auth,AUTH,patient,AUTH-010
4324,M1,main,C6,ambiguous,C3-066
4325,M2,main,C5,ambiguous,C2-n114
4326,M2,demo,DEMO,teacher,DEMO-teacher-18
4327,M3,demo,DEMO,engineer,DEMO-engineer-14
4328,M5,auth,AUTH,anonymous,AUTH-005
4329,M2,demo,DEMO,nurse,DEMO-nurse-04
4330,M5,main,C2,clear,C2-014
4331,M2,auth,AUTH,physician,AUTH-026
4332,M1,main,C6,ambiguous,C3-068
4333,M4,safety,SAFETY,patient,SAFE-011
4334,M1,main,C3,clear,C3-098
4335,M1,main,C6,ambiguous,C3-001
4336,M4,main,C3,clear,C3-001
4337,M5,safety,SAFETY,patient,SAFE-026
4338,M2,main,C3,clear,C3-098
4339,M1,demo,DEMO,engineer,DEMO-engineer-04
4340,M5,auth,AUTH,anonymous,AUTH-019
4341,M2,main,C4,ambiguous,C1-g110
4342,M5,main,C6,ambiguous,C3-067
4343,M5,auth,AUTH,anonymous,AUTH-039
4344,M1,auth,AUTH,researcher,AUTH-040
4345,M5,auth,AUTH,researcher,AUTH-031
4346,M2,main,C1,clear,C1-045
4347,M5,main,C4,ambiguous,C1-011
4348,M5,safety,SAFETY,patient,SAFE-014
4349,M5,main,C2,clear,C2-026
4350,M5,demo,DEMO,nurse,DEMO-nurse-16
4351,M4,main,C6,ambiguous,C3-092
4352,M5,main,C6,ambiguous,C3-064
4353,M4,main,C4,ambiguous,C1-043
4354,M1,main,C2,clear,C2-024
4355,M2,safety,SAFETY,anonymous,SAFE-009
4356,M3,main,C6,ambiguous,C3-076
4357,M5,demo,DEMO,engineer,DEMO-engineer-37
4358,M5,main,C2,clear,C2-021
4359,M3,auth,AUTH,patient,AUTH-023
4360,M4,main,C4,ambiguous,C1-032
4361,M2,auth,AUTH,patient,AUTH-047
4362,M3,main,C3,clear,C3-019
4363,M1,main,C4,ambiguous,C1-043
4364,M4,main,C6,ambiguous,C3-088
4365,M4,demo,DEMO,engineer,DEMO-engineer-45
4366,M5,main,C5,ambiguous,C2-n003
4367,M3,demo,DEMO,engineer,DEMO-engineer-49
4368,M5,safety,SAFETY,anonymous,SAFE-046
4369,M3,main,C2,clear,C2-016
4370,M4,safety,SAFETY,researcher,SAFE-040
4371,M4,demo,DEMO,nurse,DEMO-nurse-32
4372,M1,demo,DEMO,teacher,DEMO-teacher-52
4373,M4,main,C6,ambiguous,C3-077
4374,M2,main,C3,clear,C3-097
4375,M5,auth,AUTH,researcher,AUTH-041
4376,M2,auth,AUTH,anonymous,AUTH-039
4377,M4,demo,DEMO,engineer,DEMO-engineer-59
4378,M4,main,C6,ambiguous,C3-005
4379,M4,safety,SAFETY,physician,SAFE-026
4380,M1,auth,AUTH,patient,AUTH-001
4381,M2,safety,SAFETY,researcher,SAFE-041
4382,M5,main,C5,ambiguous,C2-n011
4383,M4,safety,SAFETY,researcher,SAFE-045
4384,M4,auth,AUTH,researcher,AUTH-046
4385,M5,main,C3,clear,C3-060
4386,M1,main,C2,clear,C2-025
4387,M5,main,C6,ambiguous,C3-051
4388,M1,auth,AUTH,anonymous,AUTH-018
4389,M3,auth,AUTH,researcher,AUTH-001
4390,M3,main,C2,clear,C2-n023
4391,M5,safety,SAFETY,anonymous,SAFE-042
4392,M3,safety,SAFETY,physician,SAFE-003
4393,M5,main,C4,ambiguous,C1-g111
4394,M3,main,C2,clear,C2-n020
4395,M5,demo,DEMO,doctor,DEMO-doctor-60
4396,M1,demo,DEMO,teacher,DEMO-teacher-21
4397,M2,main,C5,ambiguous,C2-n004
4398,M1,main,C1,clear,C1-052
4399,M4,demo,DEMO,nurse,DEMO-nurse-37
4400,M3,main,C3,clear,C3-018
4401,M3,demo,DEMO,engineer,DEMO-engineer-38
4402,M2,main,C4,ambiguous,C1-019
4403,M1,main,C4,ambiguous,C1-022
4404,M2,main,C1,clear,C1-047
4405,M3,demo,DEMO,nurse,DEMO-nurse-28
4406,M4,main,C4,ambiguous,C1-050
4407,M1,main,C6,ambiguous,C3-005
4408,M1,safety,SAFETY,patient,SAFE-035
4409,M3,auth,AUTH,physician,AUTH-035
4410,M2,demo,DEMO,engineer,DEMO-engineer-31
4411,M1,main,C4,ambiguous,C1-053
4412,M1,main,C6,ambiguous,C3-008
4413,M3,demo,DEMO,doctor,DEMO-doctor-13
4414,M3,demo,DEMO,nurse,DEMO-nurse-09
4415,M5,demo,DEMO,nurse,DEMO-nurse-59
4416,M4,demo,DEMO,nurse,DEMO-nurse-25
4417,M5,main,C3,clear,C3-036
4418,M4,safety,SAFETY,physician,SAFE-018
4419,M3,safety,SAFETY,researcher,SAFE-021
4420,M5,safety,SAFETY,patient,SAFE-018
4421,M2,demo,DEMO,doctor,DEMO-doctor-34
4422,M3,demo,DEMO,nurse,DEMO-nurse-29
4423,M1,demo,DEMO,teacher,DEMO-teacher-15
4424,M2,safety,SAFETY,anonymous,SAFE-010
4425,M4,safety,SAFETY,patient,SAFE-044
4426,M4,main,C1,clear,C1-g117
4427,M1,safety,SAFETY,patient,SAFE-041
4428,M2,safety,SAFETY,anonymous,SAFE-015
4429,M4,demo,DEMO,teacher,DEMO-teacher-32
4430,M2,main,C1,clear,C1-g107
4431,M4,main,C3,clear,C3-020
4432,M1,main,C6,ambiguous,C3-028
4433,M1,main,C6,ambiguous,C3-093
4434,M4,main,C4,ambiguous,C1-035
4435,M3,main,C1,clear,C1-042
4436,M2,main,C1,clear,C1-g112
4437,M3,auth,AUTH,patient,AUTH-044
4438,M4,auth,AUTH,anonymous,AUTH-025
4439,M4,safety,SAFETY,patient,SAFE-006
4440,M2,safety,SAFETY,physician,SAFE-046
4441,M5,main,C3,clear,C3-078
4442,M1,safety,SAFETY,researcher,SAFE-032
4443,M5,demo,DEMO,teacher,DEMO-teacher-48
4444,M4,main,C3,clear,C3-044
4445,M5,main,C3,clear,C3-083
4446,M5,demo,DEMO,engineer,DEMO-engineer-26
4447,M2,auth,AUTH,physician,AUTH-021
4448,M2,auth,AUTH,physician,AUTH-015
4449,M1,main,C3,clear,C3-091
4450,M3,main,C4,ambiguous,C1-034
4451,M4,auth,AUTH,patient,AUTH-032
4452,M3,demo,DEMO,doctor,DEMO-doctor-37
4453,M1,auth,AUTH,researcher,AUTH-014
4454,M5,main,C6,ambiguous,C3-072
4455,M2,demo,DEMO,doctor,DEMO-doctor-52
4456,M1,main,C1,clear,C1-008
4457,M5,safety,SAFETY,patient,SAFE-016
4458,M2,main,C5,ambiguous,C2-n014
4459,M5,auth,AUTH,anonymous,AUTH-023
4460,M2,main,C2,clear,C2-n026
4461,M3,demo,DEMO,teacher,DEMO-teacher-28
4462,M4,demo,DEMO,engineer,DEMO-engineer-40
4463,M4,main,C4,ambiguous,C1-027
4464,M5,demo,DEMO,nurse,DEMO-nurse-13
4465,M4,auth,AUTH,physician,AUTH-029
4466,M1,main,C1,clear,C1-045
4467,M4,safety,SAFETY,patient,SAFE-012
4468,M5,safety,SAFETY,researcher,SAFE-046
4469,M5,main,C6,ambiguous,C3-082
4470,M2,main,C2,clear,C2-005
4471,M1,auth,AUTH,researcher,AUTH-031
4472,M5,main,C3,clear,C3-006
4473,M3,safety,SAFETY,physician,SAFE-043
4474,M5,main,C2,clear,C2-n022
4475,M5,auth,AUTH,anonymous,AUTH-046
4476,M1,auth,AUTH,researcher,AUTH-044
4477,M3,auth,AUTH,patient,AUTH-046
4478,M5,main,C6,ambiguous,C3-040
4479,M3,demo,DEMO,doctor,DEMO-doctor-17
4480,M2,safety,SAFETY,physician,SAFE-034
4481,M2,main,C2,clear,C2-023
4482,M1,safety,SAFETY,researcher,SAFE-028
4483,M3,main,C4,ambiguous,C1-039
4484,M4,demo,DEMO,doctor,DEMO-doctor-22
4485,M3,main,C6,ambiguous,C3-062
4486,M3,main,C3,clear,C3-078
4487,M4,safety,SAFETY,physician,SAFE-025
4488,M2,main,C3,clear,C3-004
4489,M2,auth,AUTH,patient,AUTH-025
4490,M5,auth,AUTH,patient,AUTH-032
4491,M4,main,C3,clear,C3-092
4492,M1,safety,SAFETY,researcher,SAFE-005
4493,M5,demo,DEMO,doctor,DEMO-doctor-36
4494,M2,demo,DEMO,engineer,DEMO-engineer-08
4495,M3,demo,DEMO,teacher,DEMO-teacher-13
4496,M1,demo,DEMO,teacher,DEMO-teacher-20
4497,M1,main,C4,ambiguous,C1-016
4498,M5,safety,SAFETY,anonymous,SAFE-029
4499,M2,auth,AUTH,patient,AUTH-024
4500,M2,main,C1,clear,C1-004
4501,M5,main,C1,clear,C1-045
4502,M1,main,C6,ambiguous,C3-048
4503,M5,main,C6,ambiguous,C3-061
4504,M4,auth,AUTH,anonymous,AUTH-024
4505,M4,auth,AUTH,physician,AUTH-022
4506,M5,auth,AUTH,patient,AUTH-005
4507,M2,auth,AUTH,anonymous,AUTH-005
4508,M3,main,C5,ambiguous,C2-001
4509,M5,main,C1,clear,C1-058
4510,M4,main,C5,ambiguous,C2-n007
4511,M3,safety,SAFETY,anonymous,SAFE-036
4512,M4,safety,SAFETY,patient,SAFE-038
4513,M3,auth,AUTH,physician,AUTH-020
4514,M2,safety,SAFETY,patient,SAFE-046
4515,M2,safety,SAFETY,anonymous,SAFE-043
4516,M3,main,C1,clear,C1-017
4517,M5,auth,AUTH,anonymous,AUTH-004
4518,M5,main,C2,clear,C2-033
4519,M5,auth,AUTH,researcher,AUTH-011
4520,M2,main,C3,clear,C3-045
4521,M1,main,C5,ambiguous,C2-012
4522,M4,main,C6,ambiguous,C3-067
4523,M5,demo,DEMO,engineer,DEMO-engineer-13
4524,M5,auth,AUTH,researcher,AUTH-042
4525,M3,safety,SAFETY,anonymous,SAFE-014
4526,M5,safety,SAFETY,researcher,SAFE-029
4527,M5,auth,AUTH,anonymous,AUTH-044
4528,M4,demo,DEMO,doctor,DEMO-doctor-57
4529,M5,main,C2,clear,C2-031
4530,M2,main,C1,clear,C1-012
4531,M5,safety,SAFETY,physician,SAFE-027
4532,M1,safety,SAFETY,physician,SAFE-009
4533,M3,main,C2,clear,C2-031
4534,M5,main,C3,clear,C3-095
4535,M1,safety,SAFETY,anonymous,SAFE-009
4536,M2,safety,SAFETY,anonymous,SAFE-019
4537,M2,main,C5,ambiguous,C2-n023
4538,M2,demo,DEMO,engineer,DEMO-engineer-46
4539,M5,auth,AUTH,researcher,AUTH-044
4540,M5,safety,SAFETY,anonymous,SAFE-031
4541,M3,auth,AUTH,patient,AUTH-028
4542,M1,auth,AUTH,physician,AUTH-031
4543,M2,safety,SAFETY,researcher,SAFE-048
4544,M4,safety,SAFETY,anonymous,SAFE-008
4545,M3,demo,DEMO,teacher,DEMO-teacher-51
4546,M5,demo,DEMO,doctor,DEMO-doctor-21
4547,M5,auth,AUTH,patient,AUTH-018
4548,M3,safety,SAFETY,researcher,SAFE-009
4549,M1,demo,DEMO,nurse,DEMO-nurse-31
4550,M3,main,C6,ambiguous,C3-006
4551,M5,demo,DEMO,nurse,DEMO-nurse-39
4552,M3,main,C3,clear,C3-070
4553,M1,demo,DEMO,doctor,DEMO-doctor-37
4554,M2,main,C3,clear,C3-095
4555,M5,main,C3,clear,C3-005
4556,M3,demo,DEMO,engineer,DEMO-engineer-36
4557,M4,safety,SAFETY,anonymous,SAFE-007
4558,M1,auth,AUTH,patient,AUTH-016
4559,M3,auth,AUTH,anonymous,AUTH-019
4560,M3,main,C3,clear,C3-002
4561,M5,auth,AUTH,patient,AUTH-017
4562,M3,main,C6,ambiguous,C3-066
4563,M4,safety,SAFETY,patient,SAFE-025
4564,M3,main,C3,clear,C3-082
4565,M4,safety,SAFETY,anonymous,SAFE-047
4566,M3,main,C2,clear,C2-039
4567,M5,demo,DEMO,teacher,DEMO-teacher-41
4568,M3,main,C4,ambiguous,C1-058
4569,M1,safety,SAFETY,researcher,SAFE-002
4570,M3,demo,DEMO,doctor,DEMO-doctor-29
4571,M1,main,C2,clear,C2-n008
4572,M1,demo,DEMO,doctor,DEMO-doctor-30
4573,M1,demo,DEMO,doctor,DEMO-doctor-41
4574,M2,auth,AUTH,anonymous,AUTH-015
4575,M1,main,C3,clear,C3-058
4576,M3,safety,SAFETY,anonymous,SAFE-002
4577,M1,demo,DEMO,engineer,DEMO-engineer-46
4578,M1,safety,SAFETY,anonymous,SAFE-011
4579,M3,main,C5,ambiguous,C2-n008
4580,M3,auth,AUTH,patient,AUTH-040
4581,M4,demo,DEMO,doctor,DEMO-doctor-11
4582,M5,demo,DEMO,doctor,DEMO-doctor-09
4583,M2,main,C5,ambiguous,C2-036
4584,M3,main,C1,clear,C1-028
4585,M2,auth,AUTH,patient,AUTH-016
4586,M1,safety,SAFETY,researcher,SAFE-023
4587,M4,auth,AUTH,researcher,AUTH-007
4588,M4,demo,DEMO,doctor,DEMO-doctor-50
4589,M2,main,C3,clear,C3-038
4590,M5,main,C5,ambiguous,C2-009
4591,M5,demo,DEMO,engineer,DEMO-engineer-59
4592,M3,main,C6,ambiguous,C3-067
4593,M5,main,C2,clear,C2-009
4594,M3,demo,DEMO,doctor,DEMO-doctor-07
4595,M1,demo,DEMO,nurse,DEMO-nurse-21
4596,M4,auth,AUTH,anonymous,AUTH-003
4597,M2,demo,DEMO,doctor,DEMO-doctor-44
4598,M1,safety,SAFETY,patient,SAFE-001
4599,M3,main,C1,clear,C1-045
4600,M5,demo,DEMO,doctor,DEMO-doctor-17
4601,M2,auth,AUTH,patient,AUTH-003
4602,M4,main,C1,clear,C1-g116
4603,M3,main,C6,ambiguous,C3-044
4604,M1,auth,AUTH,patient,AUTH-039
4605,M3,demo,DEMO,engineer,DEMO-engineer-51
4606,M1,main,C2,clear,C2-n010
4607,M1,demo,DEMO,doctor,DEMO-doctor-28
4608,M3,main,C5,ambiguous,C2-n019
4609,M5,demo,DEMO,nurse,DEMO-nurse-08
4610,M3,main,C1,clear,C1-021
4611,M1,main,C5,ambiguous,C2-n005
4612,M3,demo,DEMO,doctor,DEMO-doctor-34
4613,M3,main,C1,clear,C1-g104
4614,M3,auth,AUTH,patient,AUTH-050
4615,M2,main,C6,ambiguous,C3-085
4616,M3,demo,DEMO,doctor,DEMO-doctor-57
4617,M1,safety,SAFETY,physician,SAFE-048
4618,M3,main,C4,ambiguous,C1-g107
4619,M3,demo,DEMO,engineer,DEMO-engineer-26
4620,M3,demo,DEMO,nurse,DEMO-nurse-39
4621,M1,safety,SAFETY,researcher,SAFE-024
4622,M5,main,C5,ambiguous,C2-016
4623,M2,auth,AUTH,patient,AUTH-007
4624,M2,safety,SAFETY,physician,SAFE-041
4625,M1,main,C6,ambiguous,C3-017
4626,M4,safety,SAFETY,anonymous,SAFE-022
4627,M1,main,C5,ambiguous,C2-023
4628,M4,demo,DEMO,nurse,DEMO-nurse-41
4629,M2,demo,DEMO,doctor,DEMO-doctor-01
4630,M3,main,C1,clear,C1-g111
4631,M1,main,C1,clear,C1-g104
4632,M3,main,C3,clear,C3-054
4633,M1,safety,SAFETY,physician,SAFE-045
4634,M4,demo,DEMO,engineer,DEMO-engineer-54
4635,M4,main,C4,ambiguous,C1-005
4636,M5,demo,DEMO,nurse,DEMO-nurse-50
4637,M4,main,C4,ambiguous,C1-003
4638,M5,main,C5,ambiguous,C2-005
4639,M5,main,C4,ambiguous,C1-027
4640,M1,safety,SAFETY,patient,SAFE-012
4641,M4,main,C5,ambiguous,C2-030
4642,M4,auth,AUTH,patient,AUTH-024
4643,M3,safety,SAFETY,anonymous,SAFE-016
4644,M1,main,C3,clear,C3-065
4645,M1,demo,DEMO,teacher,DEMO-teacher-07
4646,M2,demo,DEMO,doctor,DEMO-doctor-10
4647,M4,demo,DEMO,teacher,DEMO-teacher-08
4648,M4,main,C3,clear,C3-077
4649,M1,main,C5,ambiguous,C2-n029
4650,M1,auth,AUTH,anonymous,AUTH-005
4651,M1,main,C3,clear,C3-016
4652,M3,safety,SAFETY,anonymous,SAFE-039
4653,M1,main,C4,ambiguous,C1-003
4654,M3,main,C6,ambiguous,C3-072
4655,M3,demo,DEMO,nurse,DEMO-nurse-07
4656,M3,demo,DEMO,teacher,DEMO-teacher-17
4657,M1,main,C4,ambiguous,C1-g119
4658,M4,auth,AUTH,anonymous,AUTH-015
4659,M3,demo,DEMO,engineer,DEMO-engineer-32
4660,M4,demo,DEMO,nurse,DEMO-nurse-18
4661,M4,main,C5,ambiguous,C2-028
4662,M5,main,C6,ambiguous,C3-038
4663,M2,main,C2,clear,C2-004
4664,M2,main,C3,clear,C3-007
4665,M4,auth,AUTH,physician,AUTH-005
4666,M5,main,C3,clear,C3-093
4667,M2,main,C5,ambiguous,C2-004
4668,M2,safety,SAFETY,patient,SAFE-029
4669,M5,auth,AUTH,researcher,AUTH-017
4670,M1,main,C6,ambiguous,C3-012
4671,M5,demo,DEMO,doctor,DEMO-doctor-31
4672,M4,safety,SAFETY,patient,SAFE-008
4673,M3,auth,AUTH,patient,AUTH-015
4674,M1,safety,SAFETY,physician,SAFE-017
4675,M4,auth,AUTH,physician,AUTH-048
4676,M1,safety,SAFETY,anonymous,SAFE-040
4677,M3,main,C6,ambiguous,C3-078
4678,M4,main,C2,clear,C2-010
4679,M1,main,C1,clear,C1-032
4680,M3,safety,SAFETY,physician,SAFE-029
4681,M2,main,C1,clear,C1-g104
4682,M3,main,C3,clear,C3-034
4683,M4,auth,AUTH,patient,AUTH-034
4684,M5,safety,SAFETY,physician,SAFE-005
4685,M5,main,C6,ambiguous,C3-028
4686,M4,main,C3,clear,C3-012
4687,M5,demo,DEMO,doctor,DEMO-doctor-54
4688,M5,main,C4,ambiguous,C1-g108
4689,M4,demo,DEMO,teacher,DEMO-teacher-45
4690,M1,main,C4,ambiguous,C1-041
4691,M4,auth,AUTH,researcher,AUTH-015
4692,M1,main,C2,clear,C2-n004
4693,M4,main,C4,ambiguous,C1-051
4694,M1,main,C3,clear,C3-023
4695,M2,safety,SAFETY,physician,SAFE-018
4696,M4,auth,AUTH,physician,AUTH-011
4697,M1,auth,AUTH,anonymous,AUTH-043
4698,M3,demo,DEMO,nurse,DEMO-nurse-38
4699,M4,demo,DEMO,engineer,DEMO-engineer-21
4700,M3,main,C2,clear,C2-n002
4701,M4,demo,DEMO,teacher,DEMO-teacher-18
4702,M2,auth,AUTH,anonymous,AUTH-019
4703,M1,main,C2,clear,C2-n024
4704,M4,safety,SAFETY,patient,SAFE-045
4705,M4,safety,SAFETY,physician,SAFE-022
4706,M1,demo,DEMO,engineer,DEMO-engineer-07
4707,M3,auth,AUTH,physician,AUTH-024
4708,M4,demo,DEMO,teacher,DEMO-teacher-13
4709,M3,main,C3,clear,C3-098
4710,M1,auth,AUTH,physician,AUTH-010
4711,M2,auth,AUTH,physician,AUTH-027
4712,M4,main,C1,clear,C1-046
4713,M4,main,C3,clear,C3-084
4714,M2,main,C3,clear,C3-093
4715,M2,main,C4,ambiguous,C1-g115
4716,M4,auth,AUTH,patient,AUTH-046
4717,M3,auth,AUTH,physician,AUTH-034
4718,M3,auth,AUTH,researcher,AUTH-046
4719,M2,safety,SAFETY,anonymous,SAFE-047
4720,M5,main,C4,ambiguous,C1-004
4721,M5,main,C2,clear,C2-n118
4722,M4,main,C1,clear,C1-g115
4723,M4,safety,SAFETY,researcher,SAFE-039
4724,M5,safety,SAFETY,physician,SAFE-019
4725,M2,main,C5,ambiguous,C2-014
4726,M2,auth,AUTH,anonymous,AUTH-030
4727,M5,demo,DEMO,teacher,DEMO-teacher-58
4728,M1,main,C3,clear,C3-041
4729,M3,safety,SAFETY,researcher,SAFE-010
4730,M4,safety,SAFETY,anonymous,SAFE-039
4731,M4,demo,DEMO,engineer,DEMO-engineer-15
4732,M4,safety,SAFETY,physician,SAFE-002
4733,M1,safety,SAFETY,anonymous,SAFE-037
4734,M2,auth,AUTH,researcher,AUTH-018
4735,M3,auth,AUTH,anonymous,AUTH-038
4736,M3,demo,DEMO,teacher,DEMO-teacher-33
4737,M3,main,C6,ambiguous,C3-037
4738,M2,main,C3,clear,C3-023
4739,M4,safety,SAFETY,researcher,SAFE-041
4740,M4,safety,SAFETY,researcher,SAFE-044
4741,M1,main,C2,clear,C2-022
4742,M4,main,C2,clear,C2-n001
4743,M1,safety,SAFETY,physician,SAFE-019
4744,M5,auth,AUTH,physician,AUTH-024
4745,M1,safety,SAFETY,physician,SAFE-012
4746,M5,demo,DEMO,nurse,DEMO-nurse-40
4747,M5,demo,DEMO,doctor,DEMO-doctor-43
4748,M5,main,C4,ambiguous,C1-012
4749,M2,demo,DEMO,nurse,DEMO-nurse-08
4750,M5,main,C6,ambiguous,C3-034
4751,M2,demo,DEMO,nurse,DEMO-nurse-20
4752,M5,auth,AUTH,patient,AUTH-003
4753,M1,demo,DEMO,nurse,DEMO-nurse-50
4754,M4,demo,DEMO,doctor,DEMO-doctor-39
4755,M2,main,C5,ambiguous,C2-024
4756,M1,auth,AUTH,researcher,AUTH-027
4757,M4,auth,AUTH,patient,AUTH-019
4758,M2,safety,SAFETY,anonymous,SAFE-050
4759,M5,main,C6,ambiguous,C3-093
4760,M2,safety,SAFETY,anonymous,SAFE-002
4761,M3,demo,DEMO,nurse,DEMO-nurse-53
4762,M4,demo,DEMO,doctor,DEMO-doctor-16
4763,M2,auth,AUTH,researcher,AUTH-003
4764,M2,main,C6,ambiguous,C3-090
4765,M1,main,C1,clear,C1-030
4766,M5,demo,DEMO,doctor,DEMO-doctor-26
4767,M3,main,C1,clear,C1-052
4768,M4,safety,SAFETY,anonymous,SAFE-035
4769,M5,demo,DEMO,nurse,DEMO-nurse-14
4770,M1,safety,SAFETY,patient,SAFE-017
4771,M3,demo,DEMO,nurse,DEMO-nurse-22
4772,M5,main,C1,clear,C1-025
4773,M4,auth,AUTH,physician,AUTH-012
4774,M3,main,C6,ambiguous,C3-091
4775,M4,auth,AUTH,researcher,AUTH-043
4776,M4,auth,AUTH,researcher,AUTH-026
4777,M3,main,C6,ambiguous,C3-068
4778,M2,demo,DEMO,nurse,DEMO-nurse-10
4779,M1,main,C2,clear,C2-n027
4780,M4,demo,DEMO,doctor,DEMO-doctor-21
4781,M4,auth,AUTH,patient,AUTH-028
4782,M1,main,C3,clear,C3-095
4783,M5,main,C3,clear,C3-048
4784,M2,demo,DEMO,teacher,DEMO-teacher-42
4785,M3,demo,DEMO,nurse,DEMO-nurse-05
4786,M1,main,C6,ambiguous,C3-031
4787,M2,auth,AUTH,physician,AUTH-008
4788,M2,demo,DEMO,engineer,DEMO-engineer-57
4789,M2,main,C6,ambiguous,C3-022
4790,M5,auth,AUTH,researcher,AUTH-013
4791,M1,demo,DEMO,nurse,DEMO-nurse-05
4792,M5,demo,DEMO,nurse,DEMO-nurse-37
4793,M4,demo,DEMO,engineer,DEMO-engineer-55
4794,M4,main,C6,ambiguous,C3-019
4795,M5,main,C3,clear,C3-057
4796,M2,demo,DEMO,engineer,DEMO-engineer-17
4797,M3,main,C5,ambiguous,C2-002
4798,M3,demo,DEMO,doctor,DEMO-doctor-24
4799,M3,demo,DEMO,nurse,DEMO-nurse-01
4800,M4,main,C5,ambiguous,C2-016
4801,M2,demo,DEMO,nurse,DEMO-nurse-39
4802,M2,main,C3,clear,C3-057
4803,M4,demo,DEMO,engineer,DEMO-engineer-44
4804,M1,demo,DEMO,nurse,DEMO-nurse-54
4805,M5,main,C4,ambiguous,C1-005
4806,M3,auth,AUTH,researcher,AUTH-019
4807,M1,main,C1,clear,C1-043
4808,M4,main,C4,ambiguous,C1-031
4809,M2,main,C3,clear,C3-090
4810,M2,auth,AUTH,researcher,AUTH-034
4811,M1,main,C6,ambiguous,C3-067
4812,M4,main,C1,clear,C1-006
4813,M1,auth,AUTH,anonymous,AUTH-023
4814,M5,auth,AUTH,physician,AUTH-019
4815,M3,auth,AUTH,researcher,AUTH-036
4816,M2,main,C3,clear,C3-017
4817,M2,main,C1,clear,C1-040
4818,M5,safety,SAFETY,patient,SAFE-045
4819,M4,demo,DEMO,doctor,DEMO-doctor-41
4820,M5,safety,SAFETY,researcher,SAFE-020
4821,M5,auth,AUTH,physician,AUTH-032
4822,M2,auth,AUTH,researcher,AUTH-030
4823,M5,main,C6,ambiguous,C3-098
4824,M5,auth,AUTH,physician,AUTH-020
4825,M4,main,C3,clear,C3-030
4826,M3,main,C1,clear,C1-041
4827,M2,main,C3,clear,C3-056
4828,M4,main,C4,ambiguous,C1-056
4829,M1,safety,SAFETY,physician,SAFE-028
4830,M3,safety,SAFETY,researcher,SAFE-039
4831,M5,main,C1,clear,C1-051
4832,M5,main,C4,ambiguous,C1-g103
4833,M3,demo,DEMO,doctor,DEMO-doctor-19
4834,M4,main,C1,clear,C1-039
4835,M5,safety,SAFETY,patient,SAFE-007
4836,M1,demo,DEMO,nurse,DEMO-nurse-46
4837,M4,demo,DEMO,nurse,DEMO-nurse-31
4838,M4,main,C2,clear,C2-n002
4839,M4,main,C5,ambiguous,C2-n022
