question_id,condition,prompt_version,prompt_text,expected_answer,source,domain,needs_review
C2-n105,C5,ambiguous,"A landlord leased an apartment to a tenant on a month-to-month basis beginning on the first of the month, with rent payable monthly. Five months into the lease, the tenant failed to pay rent. The landlord then sued the tenant for possession for nonpayment of rent. The tenant successfully defended this suit on the ground that the apartment was uninhabitable and that, accordingly, no rent was properly payable. On May 7, immediately following the court order in the tenant's favor, the landlord served the tenant with a written but not notarized notice to terminate the tenancy and to vacate the apartment on or before June 30. On July 1, the tenant was still in possession, nothing had changed, and the landlord brought an appropriate action for possession. The tenant prevailed. What is the most likely reason for the court's decision?",The landlord was attempting to terminate the tenancy as a reaction to the tenant's defense in the previous lawsuit.,mmlu/professional_law,niche,1
C2-n106,C2,clear,"A debtor owed a creditor $750 on an old debt. On July 1, the debt was barred by the statute of limitations. On August 1, the debtor ran into the creditor at a party and overheard him telling mutual friends that the debtor ""is a deadbeat who weiches on his debts. "" Feeling pangs of guilt, the debtor approached the creditor and orally agreed to pay him the $750 debt on September 1. The debtor refused to pay the creditor the $750 as promised on September 1St. If the creditor sues the debtor to recover the $750 debt, which would provide the strongest grounds that the debtor's oral promise was unenforceable?",It was violative of the statute of frauds.,mmlu/professional_law,niche,0
C2-n106,C5,ambiguous,"A debtor owed a creditor $750 on an old debt. On July 1, the debt was barred by the statute of limitations. On August 1, the debtor ran into the creditor at a party and overheard him telling mutual friends that the debtor ""is a deadbeat who weiches on his debts. "" Feeling pangs of guilt, the debtor approached the creditor and orally agreed to pay him the $750 debt on September 1. The debtor refused to pay the creditor the $750 as promised on September 1St. If the creditor sues the debtor to recover the $750 debt, which would provide the strongest grounds that the debtor's oral promise was unenforceable?",It was violative of the statute of frauds.,mmlu/professional_law,niche,1
C2-n107,C2,clear,"Congress, under intense lobbying pressure has enacted a statute prohibiting the sale of contraceptive devices to married persons. The act further prohibits the use of contraceptive devices by married persons. Congress claimed that the statute was passed because it might help deter illicit sexual relationships. The law is most likely","unconstitutional, because it violates the right of privacy of contraceptive users.",mmlu/professional_law,niche,0
C2-n107,C5,ambiguous,"Congress, under intense lobbying pressure has enacted a statute prohibiting the sale of contraceptive devices to married persons. The act further prohibits the use of contraceptive devices by married persons. Congress claimed that the statute was passed because it might help deter illicit sexual relationships. The law is most likely","unconstitutional, because it violates the right of privacy of contraceptive users.",mmlu/professional_law,niche,1
C2-n108,C2,clear,"A state recently enacted a statute requiring the following of all firms that do business with and for the state (defined generally as selling goods or providing services to the state, its agencies, or subdivisions):  Such businesses must purchase insurance only from insurance companies chartered in the state and thus be subject to regulation by the state insurance commissioner;  In hiring any unskilled laborers for employment in connection with state business, preference must be given to citizens of the state;  Nonresident aliens shall be prohibited from engaging in any state related business activities;  All buildings constructed for the state must have roofs composed of adobe, which is composed of yellow silt or clay deposits found only in the state. The proposed statute's preamble recites that its provisions will ensure:  responsible insurance coverage for all those who do business with the state;  an increased standard of living for the citizens who comprise the state's labor force;  the lowest possible expenditures by the state government; and  a beautiful, uniform aesthetic decor for all new state buildings. In evaluating the constitutionality of the state statute under the Supremacy Clause of Article VI, which of the following would be most relevant?",The treaties and immigration laws of the United States.,mmlu/professional_law,niche,0
C2-n108,C5,ambiguous,"A state recently enacted a statute requiring the following of all firms that do business with and for the state (defined generally as selling goods or providing services to the state, its agencies, or subdivisions):  Such businesses must purchase insurance only from insurance companies chartered in the state and thus be subject to regulation by the state insurance commissioner;  In hiring any unskilled laborers for employment in connection with state business, preference must be given to citizens of the state;  Nonresident aliens shall be prohibited from engaging in any state related business activities;  All buildings constructed for the state must have roofs composed of adobe, which is composed of yellow silt or clay deposits found only in the state. The proposed statute's preamble recites that its provisions will ensure:  responsible insurance coverage for all those who do business with the state;  an increased standard of living for the citizens who comprise the state's labor force;  the lowest possible expenditures by the state government; and  a beautiful, uniform aesthetic decor for all new state buildings. In evaluating the constitutionality of the state statute under the Supremacy Clause of Article VI, which of the following would be most relevant?",The treaties and immigration laws of the United States.,mmlu/professional_law,niche,1
C2-n109,C2,clear,"A female patient at a federal hospital reported that a male nurse sexually assaulted her. The man was arrested. At trial the prosecution offered evidence that the man was convicted of two prior sexual assault charges against two other women, both occurring about two years earlier. The allegations and the man's modus operandi in those convictions were almost identical to the instant case. Defense counsel objected to the evidence on the basis that its highly prejudicial effect outweighed its probative value. Based on the Federal Rules of Evidence, what will the court most likely rule regarding this issue?","The evidence is admissible due to the factual similarity with the present charge, which gives the evidence strong probative value.",mmlu/professional_law,niche,0
C2-n109,C5,ambiguous,"A female patient at a federal hospital reported that a male nurse sexually assaulted her. The man was arrested. At trial the prosecution offered evidence that the man was convicted of two prior sexual assault charges against two other women, both occurring about two years earlier. The allegations and the man's modus operandi in those convictions were almost identical to the instant case. Defense counsel objected to the evidence on the basis that its highly prejudicial effect outweighed its probative value. Based on the Federal Rules of Evidence, what will the court most likely rule?","The evidence is admissible due to the factual similarity with the present charge, which gives the evidence strong probative value.",mmlu/professional_law,niche,1
C2-n110,C2,clear,A federal agent wants to obtain a court order for a wiretap. Which of the following is not required to be set forth in the agent's affidavit submitted to the court for an order authorizing the wiretap?,That the wiretap will extend indefinitely until all relevant conversations are recorded.,mmlu/professional_law,niche,0
C2-n110,C5,ambiguous,A federal agent wants to obtain a court order for a wiretap. Which of the following is not required to be set forth in the agent's affidavit submitted to the court for an order authorizing the wiretap?,That the wiretap will extend indefinitely until all relevant conversations are recorded.,mmlu/professional_law,niche,1
C2-n111,C2,clear,"A writer sent a four-page synopsis of an idea for a new television series to a Hollywood producer. He sent it in response to an ad for new ideas in an industry publication. He discussed it with the producer's assistant in a phone call, and mentioned his expectation of compensation. She said, ""Well, of course, we always pay for a writer's work."" She said she would go over it with her boss to see if he liked it. Several months later, the writer saw a casting call for a new series. The plot and characters were nearly identical to those described in his synopsis. He sued the producer for breach of contract. The producer defended by arguing that there was no contract. What is the likely ruling of the court?",The court will rule that there was an implied in fact contract between the parties based on the conduct that they manifested.,mmlu/professional_law,niche,0
C2-n111,C5,ambiguous,"A writer sent a four-page synopsis of an idea for a new television series to a Hollywood producer. He sent it in response to an ad for new ideas in an industry publication. He discussed it with the producer's assistant in a phone call, and mentioned his expectation of compensation. She said, ""Well, of course, we always pay for a writer's work."" She said she would go over it with her boss to see if he liked it. Several months later, the writer saw a casting call for a new series. The plot and characters were nearly identical to those described in his synopsis. He sued the producer for breach of contract. The producer defended by arguing that there was no contract. What is the likely ruling?",The court will rule that there was an implied in fact contract between the parties based on the conduct that they manifested.,mmlu/professional_law,niche,1
C2-n112,C2,clear,"A man who was emotionally upset due to marital problems voluntarily checked into a private medical facility for treatment. State law provided that if he tried to leave against medical advice, the hospital could hold him for 72 hours while trying to convince him to stay. During the stay, he told his medical providers that he was intensely angry at his wife, who was living with another man, and he wanted to harm her. Despite that knowledge, the hospital issued him an unrestricted weekend pass. When he got out he shot and killed his wife. The man's children sued the hospital for negligence. The hospital filed a motion to dismiss mainly because there was no privity with the decedent and no duty owed to her. Will the court grant the motion to dismiss?","No, because the special relationship and the control between doctor and an in-patient mandates due care by the doctor to prevent a foreseeable danger to others.",mmlu/professional_law,niche,0
C2-n112,C5,ambiguous,"A man who was emotionally upset due to marital problems voluntarily checked into a private medical facility for treatment. State law provided that if he tried to leave against medical advice, the hospital could hold him for 72 hours while trying to convince him to stay. During the stay, he told his medical providers that he was intensely angry at his wife, who was living with another man, and he wanted to harm her. Despite that knowledge, the hospital issued him an unrestricted weekend pass. When he got out he shot and killed his wife. The man's children sued the hospital for negligence. The hospital filed a motion to dismiss mainly because there was no privity with the decedent and no duty owed to her. Will the court grant the motion to dismiss?","No, because the special relationship and the control between doctor and an in-patient mandates due care by the doctor to prevent a foreseeable danger to others.",mmlu/professional_law,niche,1
C2-n113,C2,clear,"A state imposes a tax on nonresident photographers who operate photographic studios in the state at a rate of 2% of their state-derived income above $12,000. This income tax exempts taxable income earned outside of the state by photographers who live in the state. Moreover, resident-photographers of the state are not taxed on their in-state earned income. A photographer who operates a studio in the state but is a resident of another state, challenges the constitutionality of this tax. Which of the following provisions would furnish the most applicable basis for this constitutional challenge?",The privileges and immunities clause of ArticleIv.,mmlu/professional_law,niche,0
C2-n113,C5,ambiguous,"A state imposes a tax on nonresident photographers who operate photographic studios in the state at a rate of 2% of their state-derived income above $12,000. This income tax exempts taxable income earned outside of the state by photographers who live in the state. Moreover, resident-photographers of the state are not taxed on their in-state earned income. A photographer who operates a studio in the state but is a resident of another state, challenges the constitutionality of this tax. Which of the following provisions would furnish the most applicable basis?",The privileges and immunities clause of ArticleIv.,mmlu/professional_law,niche,1
C2-n114,C2,clear,What is it called when a remainder in the grantor's heirs is invalid and becomes a reversion in the grantor?,Doctrine of Worthier Title,mmlu/professional_law,niche,0
C2-n114,C5,ambiguous,What is it called when a remainder in the grantor's heirs is invalid and becomes a reversion?,Doctrine of Worthier Title,mmlu/professional_law,niche,1
C2-n115,C2,clear,"After a severe thunderstorm had struck the area, a homeowner discovered that her roof had suffered extensive damage. She telephoned a roofer to inquire about having the necessary repairs done to her roof. The roofer agreed to finish the work within 30 days, and the homeowner promised to pay$10,000. Which of the following statements is most accurate?",The performance of the roofer would be a constructive condition precedent to the performance by the homeowner.,mmlu/professional_law,niche,0
C2-n115,C5,ambiguous,"After a severe thunderstorm had struck the area, a homeowner discovered that her roof had suffered extensive damage. She telephoned a roofer to inquire about having the necessary repairs done to her roof. The roofer agreed to finish the work within 30 days, and the homeowner promised to pay$10,000. Which of the following statements is most accurate?",The performance of the roofer would be a constructive condition precedent to the performance by the homeowner.,mmlu/professional_law,niche,1
C2-n116,C2,clear,"A defendant was a senior pre-med student at a state university. Before a big football game with their arch rival, the defendant attended a pep rally at the university football field. During the pep rally, the students drank beer, sang songs, and gave members of the football team fervent cheers. After the rally ended, the defendant was walking toward his car when he felt the need to relieve himself. He then strutted across the street to a municipal park and urinated against a tree. In this jurisdiction, urinating in public is a misdemeanor. Unknown to the defendant, a parking enforcement officer who was ticketing cars in the area witnessed the incident and wrote down the license number of the defendant's vehicle as he drove off. She immediately gave the information to the police who did a check and learned the defendant's identity and home address. Within an hour, the police went to the defendant's house and forcibly entered the dwelling without a search warrant. While searching his home, they found the defendant studying in an upstairs bedroom. After giving him his Miranda warnings, the defendant confessed to the crime. The defendant was thereafter prosecuted for the misdemeanor of urinating in public. If the defendant moves to suppress evidence of the statement that he made to the police when he was apprehended, the motion should be","sustained, because the defendant's statement was the product of a warrantless entry of his home.",mmlu/professional_law,niche,0
C2-n116,C5,ambiguous,"A defendant was a senior pre-med student at a state university. Before a big football game with their arch rival, the defendant attended a pep rally at the university football field. During the pep rally, the students drank beer, sang songs, and gave members of the football team fervent cheers. After the rally ended, the defendant was walking toward his car when he felt the need to relieve himself. He then strutted across the street to a municipal park and urinated against a tree. In this jurisdiction, urinating in public is a misdemeanor. Unknown to the defendant, a parking enforcement officer who was ticketing cars in the area witnessed the incident and wrote down the license number of the defendant's vehicle as he drove off. She immediately gave the information to the police who did a check and learned the defendant's identity and home address. Within an hour, the police went to the defendant's house and forcibly entered the dwelling without a search warrant. While searching his home, they found the defendant studying in an upstairs bedroom. After giving him his Miranda warnings, the defendant confessed to the crime. The defendant was thereafter prosecuted for the misdemeanor of urinating in public. If the defendant moves to suppress evidence of the statement that he made to the police when he was apprehended, the motion should be","sustained, because the defendant's statement was the product of a warrantless entry of his home.",mmlu/professional_law,niche,1
C2-n117,C2,clear,"A shrimp fishery is located in the coastal waters of a state. A large part of the catch is either frozen or canned, and distributed nationwide. The state legislature passed a statute requiring payment of a license fee of $25 for each shrimp boat owned by a resident and $2,500 for each boat owned by a nonresident. A resident of a neighboring state was a commercial shrimp fisherman who was denied a license after refusing to pay the $2,500 fee. The resident brought suit in federal court challenging the constitutionality of the state shrimp boat licensing statute. The federal court should",hear the case on its merits.,mmlu/professional_law,niche,0
C2-n117,C5,ambiguous,"A shrimp fishery is located in the coastal waters of a state. A large part of the catch is either frozen or canned, and distributed nationwide. The state legislature passed a statute requiring payment of a license fee of $25 for each shrimp boat owned by a resident and $2,500 for each boat owned by a nonresident. A resident of a neighboring state was a commercial shrimp fisherman who was denied a license after refusing to pay the $2,500 fee. The resident brought suit in federal court challenging the constitutionality of the state shrimp boat licensing statute. The federal court should",hear the case on its merits.,mmlu/professional_law,niche,1
C2-n118,C2,clear,"A man is charged with murder. During the trial, defense counsel offers the testimony of a man on death row admitting he hired another man to shoot the victim. The testimony is",not hearsay.,mmlu/professional_law,niche,0
C2-n118,C5,ambiguous,"A man is charged with murder. During the trial, defense counsel offers the testimony of a man on death row admitting he hired another man to shoot the victim. The testimony is",not hearsay.,mmlu/professional_law,niche,1
C2-n119,C2,clear,"A riot broke out in a city, and many shops had been looted and some had been burned during the riots. Goods of all kinds were in piles or strewn about the sidewalk. During the riot, a defendant was walking along the street when he paused in front of an appliance store. He picked up a portable television set that was lying on the sidewalk and started to walk off quickly. A police officer who was standing in front of the shop rushed after the defendant and arrested him. The defendant, an indigent, was charged with grand larceny, a felony carrying the maximum penalty of seven months imprisonment and a S 1,000 fine. At his arraignment, the judge advised the defendant of his right to have counsel appointed for him. The defendant, however, told the judge that he wanted to represent himself and waive his right to a jury trial. The judge then questioned the defendant at length about his demands. The defendant indicated that he had no previous legal experience. He told the judge that the reason he didn't want a court-appointed attorney to represent him was because he didn't trust lawyers. The judge did not find the defendant's reasons for representing himself to be persuasive and appointed an attorney to represent him. Thereafter, an attorney was appointed by the court to represent the defendant. The attorney told the court that the defendant wanted a non-jury trial. However, at the prosecution's request, the court impaneled a jury. The defendant was subsequently convicted by the jury and sentenced to six months imprisonment. In addition, the defendant was ordered to reimburse the state $450 to cover the cost of his attorney. This reimbursement order was made pursuant to a relevant statute in effect at the time of the defendant's arrest. The defendant appeals both the conviction and the reimbursement order. The appellate court should",reverse both the conviction and the reimbursement order because the defendant was denied the right to represent himself.,mmlu/professional_law,niche,0
C2-n119,C5,ambiguous,"A riot broke out in a city, and many shops had been looted and some had been burned during the riots. Goods of all kinds were in piles or strewn about the sidewalk. During the riot, a defendant was walking along the street when he paused in front of an appliance store. He picked up a portable television set that was lying on the sidewalk and started to walk off quickly. A police officer who was standing in front of the shop rushed after the defendant and arrested him. The defendant, an indigent, was charged with grand larceny, a felony carrying the maximum penalty of seven months imprisonment and a S 1,000 fine. At his arraignment, the judge advised the defendant of his right to have counsel appointed for him. The defendant, however, told the judge that he wanted to represent himself and waive his right to a jury trial. The judge then questioned the defendant at length about his demands. The defendant indicated that he had no previous legal experience. He told the judge that the reason he didn't want a court-appointed attorney to represent him was because he didn't trust lawyers. The judge did not find the defendant's reasons for representing himself to be persuasive and appointed an attorney to represent him. Thereafter, an attorney was appointed by the court to represent the defendant. The attorney told the court that the defendant wanted a non-jury trial. However, at the prosecution's request, the court impaneled a jury. The defendant was subsequently convicted by the jury and sentenced to six months imprisonment. In addition, the defendant was ordered to reimburse the state $450 to cover the cost of his attorney. This reimbursement order was made pursuant to a relevant statute in effect at the time of the defendant's arrest. The defendant appeals both the conviction and the reimbursement order. The appellate court should",reverse both the conviction and the reimbursement order because the defendant was denied the right to represent himself.,mmlu/professional_law,niche,1
C2-n120,C2,clear,"A husband was about to leave his home for work one morning when his wife ran in from the kitchen explaining that their 4-year-old son had just swallowed some medicine that had been prescribed for use as a skin lotion. Dashing to the car, the husband then drove his wife and ailing son to the nearest hospital. On the way to the hospital, the son had a seizure and stopped breathing. Seconds later, the car went out of control despite the husband's reasonable efforts, swinging across the center line into oncoming traffic, where it collided wit. I1 a car driven by a driver who was driving in the opposite direction. In this jurisdiction, a statute makes it a misdemeanor for any motor vehicle to travel to the left of the center line of any two-way highway, road, or street. If the driver asserts a claim against the husband, the most likely result is that the plaintiff will","not prevail, because the husband was acting reasonably in an emergency.",mmlu/professional_law,niche,0
C2-n120,C5,ambiguous,"A husband was about to leave his home for work one morning when his wife ran in from the kitchen explaining that their 4-year-old son had just swallowed some medicine that had been prescribed for use as a skin lotion. Dashing to the car, the husband then drove his wife and ailing son to the nearest hospital. On the way to the hospital, the son had a seizure and stopped breathing. Seconds later, the car went out of control despite the husband's reasonable efforts, swinging across the center line into oncoming traffic, where it collided wit. I1 a car driven by a driver who was driving in the opposite direction. In this jurisdiction, a statute makes it a misdemeanor for any motor vehicle to travel to the left of the center line of any two-way highway, road, or street. If the driver asserts a claim against the husband, the most likely result is that the plaintiff will","not prevail, because the husband was acting reasonably in an emergency.",mmlu/professional_law,niche,1
C2-n121,C2,clear,"An owner of a 3-story building, with apartments on the top two floors and a convenience store and gas station on the ground floor, resides with his family in one of the second-floor apartments. One day, a truck driver pulled into the gas station for some gas. After filling up the gas tank, the truck driver entered the convenience store for a bite to eat. He was eating a bowl of chili when he noticed a cockroach in the food. The truck driver demanded a new serving of chili. When the owner refused, the truck driver stormed out of the store in anger. The truck driver jumped into his truck and decided to get even by causing some damage. He purposely drove into one of the gas tanks, which ruptured the gas line. The collision caused a terrible explosion and the building became engulfed in flames. The owner could not escape the blaze and burned to death. At common law, the truck driver should be found guilty of",arson and murder.,mmlu/professional_law,niche,0
C2-n121,C5,ambiguous,"An owner of a 3-story building, with apartments on the top two floors and a convenience store and gas station on the ground floor, resides with his family in one of the second-floor apartments. One day, a truck driver pulled into the gas station for some gas. After filling up the gas tank, the truck driver entered the convenience store for a bite to eat. He was eating a bowl of chili when he noticed a cockroach in the food. The truck driver demanded a new serving of chili. When the owner refused, the truck driver stormed out of the store in anger. The truck driver jumped into his truck and decided to get even by causing some damage. He purposely drove into one of the gas tanks, which ruptured the gas line. The collision caused a terrible explosion and the building became engulfed in flames. The owner could not escape the blaze and burned to death. At common law, the truck driver should be found guilty of",arson and murder.,mmlu/professional_law,niche,1
C2-n122,C2,clear,"A department store had suffered a succession of thefts of merchandise over a period of months. From reports by employees and customers, the department store's manager concluded that the losses were due, wholly or in large part, to the depredations of a female shoplifter, aged 30 to 40 years, about 5 feet 5 inches in height, with red hair and green eyes, who usually wore a suit. This information was passed on to all of the employees of the department store. One day, a woman entered the store to purchase accessories. The woman was 5 feet 5 inches tall, 37 years old, red-haired and green-eyed, and dressed in a smartly tailored suit. She carried a large shopping bag. The manager noticed her as she picked up, examined, and put down a number of gloves and scarves. After a while, she looked about tentatively, and then started to walk out, swinging her bag. The manager intercepted her and, standing in front of her, politely asked the woman if she would accompany her to the store manager's office. When the woman asked for an explanation, the manager told her of the store's recent experience and the suspicion that the woman might be concealing pilfered merchandise in her bag. Flushing angrily, the woman replied, ""Very well,"" and followed her to the office. Once there, the manager began to question the woman quite intensively. After the questioning, the manager then asked the woman's permission to inspect the contents of her shopping bag. At first, the woman curtly refused and announced that she had had enough of this nonsense. When she rose to go, the manager told her, ""Listen, unless you let me look inside that bag, I'm going to call the police. "" The woman replied, ""Very well,"" and handed her the bag. The manager inspected the contents of the bag thoroughly but did not find any pilfered merchandise. She then gave the woman permission to leave. The total length of the woman's detention was 30 minutes. If the woman asserts a claim for false imprisonment against the department store, she will most likely","prevail, because she was detained for an unreasonably long period of time.",mmlu/professional_law,niche,0
C2-n122,C5,ambiguous,"A department store had suffered a succession of thefts of merchandise over a period of months. From reports by employees and customers, the department store's manager concluded that the losses were due, wholly or in large part, to the depredations of a female shoplifter, aged 30 to 40 years, about 5 feet 5 inches in height, with red hair and green eyes, who usually wore a suit. This information was passed on to all of the employees of the department store. One day, a woman entered the store to purchase accessories. The woman was 5 feet 5 inches tall, 37 years old, red-haired and green-eyed, and dressed in a smartly tailored suit. She carried a large shopping bag. The manager noticed her as she picked up, examined, and put down a number of gloves and scarves. After a while, she looked about tentatively, and then started to walk out, swinging her bag. The manager intercepted her and, standing in front of her, politely asked the woman if she would accompany her to the store manager's office. When the woman asked for an explanation, the manager told her of the store's recent experience and the suspicion that the woman might be concealing pilfered merchandise in her bag. Flushing angrily, the woman replied, ""Very well,"" and followed her to the office. Once there, the manager began to question the woman quite intensively. After the questioning, the manager then asked the woman's permission to inspect the contents of her shopping bag. At first, the woman curtly refused and announced that she had had enough of this nonsense. When she rose to go, the manager told her, ""Listen, unless you let me look inside that bag, I'm going to call the police. "" The woman replied, ""Very well,"" and handed her the bag. The manager inspected the contents of the bag thoroughly but did not find any pilfered merchandise. She then gave the woman permission to leave. The total length of the woman's detention was 30 minutes. If the woman asserts a claim for false imprisonment against the department store, she will most likely","prevail, because she was detained for an unreasonably long period of time.",mmlu/professional_law,niche,1
C2-n123,C2,clear,"A businessman was the owner of an idyllic lake and wooded area. In 1980, the businessman conveyed the land to the state ""on the condition that"" it be used as recreational property only. Two years later, the state decided that they wanted a small industrial park attached to the corner of the land. The state went ahead and developed a small portion of the land as industrial space, making it part of a larger industrial park that was adjacent to the land. The businessman notified the state that he was the owner of the property because the state violated the conditions of the conveyance, and that he was taking possession of the property back. What was the interest that was created by the conveyance and can the businessman get the property back?","The interest created is a fee simple subject to a condition subsequent, and the original owner can get the property back only by taking affirmative steps to exercise his right of entry.",mmlu/professional_law,niche,0
C2-n123,C5,ambiguous,"A businessman was the owner of an idyllic lake and wooded area. In 1980, the businessman conveyed the land to the state ""on the condition that"" it be used as recreational property only. Two years later, the state decided that they wanted a small industrial park attached to the corner of the land. The state went ahead and developed a small portion of the land as industrial space, making it part of a larger industrial park that was adjacent to the land. The businessman notified the state that he was the owner of the property because the state violated the conditions of the conveyance, and that he was taking possession of the property back. What was the interest that was created by the conveyance and can the businessman get the property back?","The interest created is a fee simple subject to a condition subsequent, and the original owner can get the property back only by taking affirmative steps to exercise his right of entry.",mmlu/professional_law,niche,1
C2-n124,C2,clear,"A consumer watchdog group presented petitions to the state legislature bearing the signatures of over 10,000 state residents complaining about the recent increases in the cost of cable television. A corporation who provides cable television services successfully persuaded the state legislature to grant it an exclusive right to install cable television lines in all multiple family dwellings in the state, in exchange for the corporation's promise to freeze cable television rates for the next four years. An owner of several large multifamily apartment buildings in the state brought an action in federal district court challenging the constitutionality of the state legislation. The suit claimed that the space used by the corporation when it subsequently installed cable television lines in one of his apartment buildings amounted to a taking without compensation. In this action, the owner will be awarded",damages for the value of property used by the corporation.,mmlu/professional_law,niche,0
C2-n124,C5,ambiguous,"A consumer watchdog group presented petitions to the state legislature bearing the signatures of over 10,000 state residents complaining about the recent increases in the cost of cable television. A corporation who provides cable television services successfully persuaded the state legislature to grant it an exclusive right to install cable television lines in all multiple family dwellings in the state, in exchange for the corporation's promise to freeze cable television rates for the next four years. An owner of several large multifamily apartment buildings in the state brought an action in federal district court challenging the constitutionality of the state legislation. The suit claimed that the space used by the corporation when it subsequently installed cable television lines in one of his apartment buildings amounted to a taking without compensation. In this action, the owner will be awarded",damages for the value of property used by the corporation.,mmlu/professional_law,niche,1
C2-n125,C2,clear,"Recently, Congress enacted a statute requiring all boat owners to register their boats with a newly created federal boat registry. Among the purposes of the statute are the prevention of theft of boats in coastal waters and the protection of the rights of individual boat owners throughout the United States. Congress enacted the statute despite the fact that all states require boat owners to register their craft with the state department of motor vehicles. In addition, there is uncontradicted evidence that most stolen boats are kept or resold in the state in which the theft occurred. Nonetheless, an increasing number of boats are transported to other states and other countries for resale. Is the statute likely to be held constitutional?","Yes, because Congress could determine that the transportation of stolen boats affects interstate commerce.",mmlu/professional_law,niche,0
C2-n125,C5,ambiguous,"Recently, Congress enacted a statute requiring all boat owners to register their boats with a newly created federal boat registry. Among the purposes of the statute are the prevention of theft of boats in coastal waters and the protection of the rights of individual boat owners throughout the United States. Congress enacted the statute despite the fact that all states require boat owners to register their craft with the state department of motor vehicles. In addition, there is uncontradicted evidence that most stolen boats are kept or resold in the state in which the theft occurred. Nonetheless, an increasing number of boats are transported to other states and other countries for resale. Is the statute likely to be held constitutional?","Yes, because Congress could determine that the transportation of stolen boats affects interstate commerce.",mmlu/professional_law,niche,1
C2-n126,C2,clear,"A wedding planner owned a summer cottage on the lake. In order to facilitate the access to the cottage, which is located on a knoll above the lake, the wedding planner entered into an agreement with a neighbor, an adjoining land owner, whereby the neighbor, in writing, granted the wedding planner a right-of-way over a strip of land 30 feet in width and a quarter of a mile in length along the eastern margin of the neighbor's property. Without notif'ing the neighbor, the wedding planner proceeded with his plan to improve the roadbed by having the road asphalted in order to make it more accessible for motor vehicle traffic. Several years later, the neighbor started a sand business, which required him to do heavy hauling that subsequently destroyed the asphalted surface on the road. Ten years after the neighbor started his sand business, the wedding planner sold his lakefront property to an artist. Shortly after the artist took possession of the cottage and property, the neighbor erected wooden barriers across the roadway, thus obstructing the access to the artist's property. The interest that the wedding planner acquired in the access road may best be described as",an express easement.,mmlu/professional_law,niche,0
C2-n126,C5,ambiguous,"A wedding planner owned a summer cottage on the lake. In order to facilitate the access to the cottage, which is located on a knoll above the lake, the wedding planner entered into an agreement with a neighbor, an adjoining land owner, whereby the neighbor, in writing, granted the wedding planner a right-of-way over a strip of land 30 feet in width and a quarter of a mile in length along the eastern margin of the neighbor's property. Without notif'ing the neighbor, the wedding planner proceeded with his plan to improve the roadbed by having the road asphalted in order to make it more accessible for motor vehicle traffic. Several years later, the neighbor started a sand business, which required him to do heavy hauling that subsequently destroyed the asphalted surface on the road. Ten years after the neighbor started his sand business, the wedding planner sold his lakefront property to an artist. Shortly after the artist took possession of the cottage and property, the neighbor erected wooden barriers across the roadway, thus obstructing the access to the artist's property. The interest that the wedding planner acquired in the access road may best be described as",an express easement.,mmlu/professional_law,niche,1
C2-n127,C2,clear,"A man was at a pub drinking beer and playing darts with a group of friends. Quite intoxicated, the man left the bar around midnight. He was staggering down the street when the defendant approached him from behind. The defendant took out a stick, stuck it against the man's back and told the man to give him his wallet or he was going to shoot him. Frightened, the man fainted and fell to the pavement. The defendant reached into the man's pants pocket and stole his wallet. The defendant is guilty of",robbery.,mmlu/professional_law,niche,0
C2-n127,C5,ambiguous,"A man was at a pub drinking beer and playing darts with a group of friends. Quite intoxicated, the man left the bar around midnight. He was staggering down the street when the defendant approached him from behind. The defendant took out a stick, stuck it against the man's back and told the man to give him his wallet or he was going to shoot him. Frightened, the man fainted and fell to the pavement. The defendant reached into the man's pants pocket and stole his wallet. The defendant is guilty of",robbery.,mmlu/professional_law,niche,1
C2-n128,C2,clear,"In a suit between a plaintiff and a defendant arising out of an automobile accident, a bystander wascalled to the stand to testify that the defendant had driven through a red traffic light immediately before the collision. On cross-examination by the defense, the bystander admitted to having made a prior statement to a friend that he was not sure if the traffic signal was yellow or red when the defendant drove through the intersection. The trial judge should","on request by the plaintiff, instruct the jury that the prior statement may be used only toimpeach the bystander's credibility, and not as substantive evidence.",mmlu/professional_law,niche,0
C2-n128,C5,ambiguous,"In a suit between a plaintiff and a defendant arising out of an automobile accident, a bystander wascalled to the stand to testify that the defendant had driven through a red traffic light immediately before the collision. On cross-examination by the defense, the bystander admitted to having made a prior statement to a friend that he was not sure if the traffic signal was yellow or red when the defendant drove through the intersection. The trial judge should","on request by the plaintiff, instruct the jury that the prior statement may be used only toimpeach the bystander's credibility, and not as substantive evidence.",mmlu/professional_law,niche,1
C2-n129,C2,clear,"A woman had been spreading rumors around town that a defendant was a shoplifter. After the defendant learned about these rumors, she was furious and decided that she would teach the woman to keep her mouth shut. Late that night, the defendant went over to the woman's house with the intent to punch her in the mouth. When the defendant arrived at the woman's home, she peered in the bedroom window and saw the woman asleep in bed. The defendant proceeded to pry open the bedroom window and climbed inside. The defendant then grabbed the woman and punched her in the face and hurriedly fled from the home. The force of the blow fractured the woman's jaw. If the defendant is subsequently prosecuted for burglary, she will most likely be found","not guilty, because the defendant did not intend to commit a felony at the time of the breaking and entry.",mmlu/professional_law,niche,0
